738119,20201125,     1,  0,  70,    80,  0,  47
738119,20201125,   178, -1,  62,   176,  1,  55
738119,20201125,   185,  1,  78,    93, -1,  71
738119,20201125,   346,  1, 101,   211, -1,  49
738119,20201125,   327,  0,  98,   309,  0,  76
738119,20201125,   110,  1,  89,   136, -1,  45
738119,20201125,     4,  1,  81,   127, -1,  57
738119,20201125,    14,  1, 142,   177, -1,  62
738119,20201125,    28,  0,  61,   291,  0,  59
738119,20201125,    32,  1,  66,   329, -1,  62
738119,20201125,    99, -1, 123,   100,  1, 120
738119,20201125,   119,  1,  89,   285, -1,  59
738119,20201125,    70, -1,  80,   130,  1,  70
738119,20201125,   154,  1,  99,    13, -1,  57
738119,20201125,   156,  1,  85,   216, -1,  67
738119,20201125,   169,  1,  91,   217, -1,  64
738119,20201125,   201,  1,  79,    51, -1,  60
738119,20201125,   115, -1,  65,   183,  1,  61
738119,20201125,   229,  1,  97,    83, -1,  56
738119,20201125,     9, -1,  81,   239,  1,  61
738119,20201125,   281,  1,  69,   111, -1,  45
738119,20201125,   286,  1,  91,   318, -1,  55
738119,20201125,   289,  1, 101,   209, -1,  58
738119,20201125,   297,  1,  99,     7, -1,  50
738119,20201125,   311,  1,  95,    35, -1,  87
738119,20201125,   215, -1,  75,   312,  1,  68
738119,20201125,   325,  1,  77,   232, -1,  62
738119,20201125,   341,  1,  77,    74, -1,  67
738119,20201125,   220,  1,  66,   300, -1,  60
738119,20201125,   249,  1,  62,   114, -1,  49
738119,20201125,   133,  1,  81,   175, -1,  45
738119,20201125,   230,  0,  77,   138,  0,  64
738119,20201125,   323,  0,  76,    25,  0,  67
738119,20201125,    84,  1,  65,    87, -1,  56
738119,20201125,    48,  0,  53,   168,  0,  42
738119,20201125,    18,  0,  72,   189,  0,  66
738119,20201125,   159,  0,  73,   272,  0,  56
738119,20201125,    55,  1, 102,    41, -1,  75
738119,20201125,    62,  1,  82,   107, -1,  73
738119,20201125,   259,  1,  68,    85, -1,  66
738119,20201125,   103,  1,  69,   102, -1,  53
738119,20201125,   116,  1, 122,   186, -1,  60
738119,20201125,   223,  1,  67,   251, -1,  63
738119,20201125,   122,  1,  97,   187, -1,  67
738119,20201125,   174, -1,  91,   310,  1,  78
738119,20201125,   333,  1,  56,   296, -1,  52
738119,20201125,   331,  1, 111,    65, -1,  51
738119,20201125,   222,  0,  86,   299,  0,  72
738119,20201125,   246,  1,  73,   304, -1,  58
738119,20201125,   146,  1,  85,   265, -1,  83
738119,20201125,   188,  1,  95,    42, -1,  61
738119,20201125,   197,  0, 101,   298,  0,  93
738119,20201125,    53,  0,  84,   261,  0,  61
738119,20201125,   165,  1,  83,    76, -1,  67
738119,20201125,   145,  1,  79,    81, -1,  44
738119,20201125,   231,  1,  84,    82, -1,  66
738119,20201125,    97,  1,  70,   306, -1,  62
738119,20201125,   213,  1,  94,   117, -1,  67
738119,20201125,    12,  0,  71,   227,  0,  66
738119,20201125,   163,  1,  81,   202, -1,  67
738119,20201125,   164,  1,  96,    27, -1,  82
738119,20201125,   166,  1,  99,   336, -1,  69
738119,20201125,   184,  1,  74,    19, -1,  73
738119,20201125,   342,  0,  93,   207,  0,  87
738119,20201125,   268, -1,  80,   224,  1,  70
738119,20201125,   269,  1,  76,   273, -1,  75
738119,20201125,   271,  1,  89,   257, -1,  52
738119,20201125,   258,  1,  97,   243, -1,  67
738119,20201125,   190,  1, 102,   158, -1,  55
738119,20201125,   324,  0,  89,   292,  0,  54
738119,20201125,   191,  0,  62,   182,  0,  48
738119,20201125,   150,  0,  76,   247,  0,  68
738119,20201125,    75,  0,  80,   203,  0,  67
738119,20201125,   212,  0,  84,    45,  0,  61
738119,20201125,    11,  0,  94,   233,  0,  88
738119,20201125,   335,  0,  79,   240,  0,  71
738119,20201125,   321,  0,  85,   315,  0,  69
738119,20201125,   219,  1,  71,    37, -1,  63
738119,20201125,   238,  1,  86,   242, -1,  63
738119,20201125,   253, -1,  84,   225,  1,  72
738120,20201126,   346,  1,  51,    28, -1,  50
738120,20201126,   291,  0,  80,   211,  0,  53
738120,20201126,   269,  1,  82,   134, -1,  65
738120,20201126,    17,  0,  96,   270,  0,  91
738120,20201126,    22,  0,  95,   112,  0,  78
738120,20201126,   101,  0, 102,   129,  0,  90
738120,20201126,    33,  1,  86,   195, -1,  61
738120,20201126,   212,  0,  84,   186,  0,  72
738120,20201126,   187,  0,  85,   264,  0,  78
738120,20201126,   149,  0,  94,   257,  0,  81
738120,20201126,   204,  1, 116,   177, -1,  62
738120,20201126,   189,  0,  60,   179,  0,  59
738120,20201126,   116,  1,  97,    45, -1,  38
738120,20201126,   191, -1,  69,   190,  1,  66
738120,20201126,    18,  0,  67,    80,  0,  66
738120,20201126,   247,  0,  79,   292,  0,  68
738120,20201126,   342,  0,  75,   159,  0,  69
738120,20201126,   272,  0,  66,   207,  0,  64
738120,20201126,   138,  0,  84,   168,  0,  73
738120,20201126,    25,  0,  69,   233,  0,  64
738120,20201126,    48,  0,  81,   230,  0,  70
738120,20201126,   323,  0,  83,    11,  0,  74
738120,20201126,   335,  0,  78,   321,  0,  66
738120,20201126,   240,  0,  83,   315,  0,  59
738121,20201127,   346,  1,  76,   291, -1,  73
738121,20201127,   293,  0,  66,   327,  0,  64
738121,20201127,    22,  0,  77,    96,  0,  67
738121,20201127,   309, -1,  76,   307,  1,  68
738121,20201127,   160, -1,  83,   100,  1,  73
738121,20201127,   127,  0,  60,    85,  0,  50
738121,20201127,   199, -1,  83,   128,  1,  73
738121,20201127,   144,  1,  76,   312, -1,  71
738121,20201127,   145,  1,  71,   254, -1,  70
738121,20201127,   154,  1,  75,    74, -1,  50
738121,20201127,    28,  0,  74,   211,  0,  60
738121,20201127,   289,  1,  84,   243, -1,  52
738121,20201127,   197,  0,  70,   114,  0,  51
738121,20201127,    53, -1,  76,   130,  1,  58
738121,20201127,   235,  0,  82,   175,  0,  64
738121,20201127,   101,  0,  90,    17,  0,  67
738121,20201127,   129,  0,  94,   270,  0,  72
738121,20201127,    55,  1,  69,   105, -1,  57
738121,20201127,   122,  1, 103,   264, -1,  76
738121,20201127,   294,  1,  66,   136, -1,  57
738121,20201127,   331,  1,  71,   142, -1,  60
738121,20201127,   246,  1,  77,   299, -1,  58
738121,20201127,   304,  0, 107,   222,  0,  98
738121,20201127,    75,  0,  60,    42,  0,  50
738121,20201127,   249,  1,  66,   298, -1,  63
738121,20201127,    70,  0,  69,   261,  0,  53
738121,20201127,   227,  0,  64,    81,  0,  61
738121,20201127,    10,  1,  74,   102, -1,  55
738121,20201127,   341,  1,  92,    13, -1,  58
738121,20201127,   234, -1,  68,   118,  1,  53
738121,20201127,   110,  1,  68,    24, -1,  58
738121,20201127,   116,  1,  77,   212, -1,  75
738121,20201127,   273,  0,  62,   134,  0,  51
738121,20201127,   156,  1,  82,   185, -1,  52
738121,20201127,   320,  1,  77,   319, -1,  71
738121,20201127,   278,  1,  85,    29, -1,  84
738121,20201127,   238,  1,  96,    82, -1,  75
738121,20201127,    80,  0,  57,   179,  0,  43
738121,20201127,   247,  0,  61,   324,  0,  60
738121,20201127,     1,  0,  80,    18,  0,  72
738121,20201127,    78, -1,  66,    43,  1,  57
738121,20201127,   186,  0,  74,    45,  0,  44
738121,20201127,   188,  1,  86,   203, -1,  51
738121,20201127,   308,  0,  77,    12,  0,  70
738121,20201127,    31,  0,  74,   292,  0,  65
738121,20201127,   335,  0,  70,   342,  0,  64
